ReviewID,Product,Rating,ReviewText,ReviewDate
517,Smart Watch,1,Very disappointing experience,2025-04-29
518,Laptop Air,2,Very disappointing experience,2025-09-19
519,Laptop Pro,1,The product feels cheap,2025-08-31
520,Smart Watch,5,Works better than expected,2025-04-14
521,Phone Y,4,Build quality is excellent,2025-03-24
522,Phone X,5,"Excellent product, works perfectly",2025-03-29
523,Smart Watch,2,Battery drains too fast,2025-11-19
524,Phone Y,3,Fairly acceptable,2025-04-21
525,Laptop Pro,1,Customer support was terrible,2025-12-03
526,Smart Watch,2,Very disappointing experience,2025-06-19
527,Wireless Earbuds,1,Customer support was terrible,2025-07-07
528,Phone X,1,Poor quality and bad performance,2025-10-21
529,Wireless Earbuds,3,Decent but could be better,2025-09-19
530,Smart Watch,5,Battery life is fantastic,2025-01-30
531,Laptop Pro,4,Super happy with this purchase,2025-03-08
532,Laptop Air,4,"Excellent product, works perfectly",2025-06-03
533,Smart Watch,4,Super happy with this purchase,2025-04-13
534,Wireless Earbuds,2,Stopped working after a week,2025-08-17
535,Laptop Pro,5,Battery life is fantastic,2025-09-23
536,Phone X,4,Great value for the price,2025-05-14
537,Wireless Earbuds,4,Works better than expected,2025-10-30
538,Phone X,5,Performance is very fast,2025-08-30
539,Laptop Air,5,Build quality is excellent,2025-05-25
540,Phone X,2,Stopped working after a week,2025-07-22
541,Laptop Air,2,Stopped working after a week,2025-12-10
542,Wireless Earbuds,3,It works as expected,2025-04-27
543,Phone X,1,I regret buying this,2025-07-07
544,Wireless Earbuds,1,The product feels cheap,2025-01-11
545,Phone X,1,I regret buying this,2025-07-10
546,Phone X,1,Stopped working after a week,2025-11-12
547,Laptop Air,3,Standard performance,2025-07-08
548,Wireless Earbuds,3,Does the job,2025-01-27
549,Phone Y,4,I love this product,2025-03-12
550,Smart Watch,5,Battery life is fantastic,2025-08-12
551,Phone X,4,"Amazing experience, highly recommend",2025-05-05
552,Laptop Pro,4,Works better than expected,2025-06-29
553,Wireless Earbuds,4,Build quality is excellent,2025-02-23
554,Laptop Pro,3,Standard performance,2025-08-09
555,Phone Y,4,Super happy with this purchase,2025-09-27
556,Laptop Pro,4,Works better than expected,2025-12-07
557,Phone Y,3,Average product overall,2025-05-11
558,Phone X,2,Poor quality and bad performance,2025-03-18
559,Phone X,4,Works better than expected,2025-06-17
560,Phone Y,5,Works better than expected,2025-11-04
561,Smart Watch,3,Fairly acceptable,2025-05-15
562,Phone X,2,Very disappointing experience,2025-11-29
563,Wireless Earbuds,5,Super happy with this purchase,2025-01-01
564,Wireless Earbuds,5,Battery life is fantastic,2025-12-15
565,Wireless Earbuds,1,Very slow and frustrating to use,2025-06-23
566,Smart Watch,3,No major complaints,2025-01-25
567,Smart Watch,1,Poor quality and bad performance,2025-02-04
568,Laptop Pro,5,Works better than expected,2025-02-04
569,Smart Watch,3,It works as expected,2025-06-17
570,Laptop Air,4,"Excellent product, works perfectly",2025-05-06
571,Wireless Earbuds,3,No major complaints,2025-03-27
572,Wireless Earbuds,2,The product feels cheap,2025-10-24
573,Wireless Earbuds,3,Average product overall,2025-03-04
574,Laptop Pro,5,Performance is very fast,2025-04-08
575,Laptop Air,1,Completely dissatisfied,2025-06-28
576,Laptop Air,4,"Excellent product, works perfectly",2025-01-12
577,Phone X,5,"Amazing experience, highly recommend",2025-10-03
578,Laptop Pro,2,Very slow and frustrating to use,2025-02-04
579,Laptop Air,2,Customer support was terrible,2025-01-08
580,Smart Watch,3,Fairly acceptable,2025-09-16
581,Smart Watch,2,Stopped working after a week,2025-02-16
582,Smart Watch,2,Completely dissatisfied,2025-11-23
583,Smart Watch,1,Poor quality and bad performance,2025-05-16
584,Phone X,3,The product is fine,2025-12-04
585,Wireless Earbuds,2,Not worth the price,2025-10-10
586,Wireless Earbuds,2,Very disappointing experience,2025-04-23
587,Laptop Air,5,Super happy with this purchase,2025-04-28
588,Laptop Air,3,Decent but could be better,2025-09-20
589,Phone X,5,Performance is very fast,2025-03-27
590,Laptop Pro,2,Very slow and frustrating to use,2025-02-16
591,Smart Watch,3,It works as expected,2025-05-20
592,Smart Watch,2,Poor quality and bad performance,2025-04-02
593,Smart Watch,2,Poor quality and bad performance,2025-11-21
594,Laptop Air,2,Not worth the price,2025-11-28
595,Wireless Earbuds,2,Poor quality and bad performance,2025-01-15
596,Smart Watch,5,Performance is very fast,2025-03-24
597,Laptop Air,3,Fairly acceptable,2025-08-01
598,Laptop Air,2,Completely dissatisfied,2025-09-14
599,Laptop Air,5,Performance is very fast,2025-02-21
600,Phone X,2,The product feels cheap,2025-09-05
601,Laptop Pro,2,I regret buying this,2025-01-12
602,Phone Y,1,Not worth the price,2025-08-06
603,Phone Y,3,Nothing special but okay,2025-11-14
604,Wireless Earbuds,4,Build quality is excellent,2025-12-05
605,Laptop Air,2,Poor quality and bad performance,2025-04-22
606,Laptop Air,3,No major complaints,2025-10-28
607,Laptop Pro,2,Very disappointing experience,2025-03-31
608,Phone Y,5,Battery life is fantastic,2025-03-26
609,Laptop Air,2,I regret buying this,2025-04-04
610,Phone Y,5,I love this product,2025-08-05
611,Phone X,1,Completely dissatisfied,2025-08-06
612,Smart Watch,5,Great value for the price,2025-06-29
613,Wireless Earbuds,4,I love this product,2025-09-28
614,Wireless Earbuds,5,I love this product,2025-05-25
615,Phone X,5,Very satisfied with the quality,2025-11-21
616,Smart Watch,3,Decent but could be better,2025-07-05
617,Smart Watch,4,Build quality is excellent,2025-11-08
618,Smart Watch,3,Does the job,2025-11-09
619,Laptop Air,1,Not worth the price,2025-05-20
620,Laptop Air,1,Not worth the price,2025-01-25
621,Laptop Pro,2,Very slow and frustrating to use,2025-11-03
622,Smart Watch,4,Works better than expected,2025-06-22
623,Phone Y,4,Super happy with this purchase,2025-11-22
624,Laptop Pro,2,Customer support was terrible,2025-10-08
625,Wireless Earbuds,2,Very disappointing experience,2025-10-28
626,Wireless Earbuds,3,Does the job,2025-03-15
627,Phone Y,3,Does the job,2025-06-19
628,Laptop Pro,2,Very disappointing experience,2025-10-14
629,Smart Watch,2,Battery drains too fast,2025-10-23
630,Laptop Pro,2,Stopped working after a week,2025-02-27
631,Phone Y,2,Very disappointing experience,2025-12-15
632,Wireless Earbuds,5,Super happy with this purchase,2025-09-28
633,Phone X,5,Battery life is fantastic,2025-09-04
634,Laptop Air,5,Great value for the price,2025-03-27
635,Smart Watch,5,Performance is very fast,2025-11-27
636,Phone X,4,"Excellent product, works perfectly",2025-11-01
637,Phone X,2,Stopped working after a week,2025-11-15
638,Laptop Air,4,Super happy with this purchase,2025-03-23
639,Laptop Air,2,Completely dissatisfied,2025-08-27
640,Wireless Earbuds,4,"Amazing experience, highly recommend",2025-11-11
641,Smart Watch,4,Performance is very fast,2025-04-06
642,Laptop Pro,2,Poor quality and bad performance,2025-03-16
643,Phone Y,4,I love this product,2025-03-03
644,Wireless Earbuds,2,Very disappointing experience,2025-11-07
645,Laptop Air,4,Performance is very fast,2025-05-31
646,Smart Watch,2,Very disappointing experience,2025-08-30
647,Phone X,5,Works better than expected,2025-02-12
648,Wireless Earbuds,5,Battery life is fantastic,2025-05-26
649,Wireless Earbuds,4,I love this product,2025-09-16
650,Laptop Pro,2,Very slow and frustrating to use,2025-07-17
651,Laptop Pro,4,Performance is very fast,2025-01-06
652,Phone X,3,Fairly acceptable,2025-02-16
653,Phone X,5,Battery life is fantastic,2025-04-08
654,Laptop Pro,5,Super happy with this purchase,2025-12-30
655,Laptop Air,2,Battery drains too fast,2025-05-31
656,Laptop Pro,4,Works better than expected,2025-06-24
657,Laptop Air,1,The product feels cheap,2025-04-13
658,Phone X,5,"Amazing experience, highly recommend",2025-05-11
659,Wireless Earbuds,4,I love this product,2025-02-23
660,Phone Y,4,Build quality is excellent,2025-06-09
661,Laptop Air,5,Build quality is excellent,2025-08-29
662,Phone X,5,"Amazing experience, highly recommend",2025-07-03
663,Laptop Pro,2,Not worth the price,2025-06-19
664,Phone X,3,No major complaints,2025-07-10
665,Laptop Air,3,The product is fine,2025-08-17
666,Wireless Earbuds,5,Very satisfied with the quality,2025-11-25
667,Wireless Earbuds,5,Performance is very fast,2025-03-31
668,Phone X,4,Super happy with this purchase,2025-11-01
669,Smart Watch,3,Standard performance,2025-01-07
670,Smart Watch,2,Very slow and frustrating to use,2025-07-11
671,Phone X,1,Poor quality and bad performance,2025-07-20
672,Smart Watch,1,Poor quality and bad performance,2025-01-04
673,Phone X,2,Completely dissatisfied,2025-12-23
674,Smart Watch,2,Poor quality and bad performance,2025-05-18
675,Phone X,2,Not worth the price,2025-01-25
676,Phone X,2,Stopped working after a week,2025-08-27
677,Wireless Earbuds,5,Very satisfied with the quality,2025-10-20
678,Laptop Pro,4,Great value for the price,2025-06-11
679,Smart Watch,3,Standard performance,2025-03-01
680,Phone Y,4,Super happy with this purchase,2025-07-15
681,Phone X,4,Performance is very fast,2025-12-26
682,Smart Watch,5,Build quality is excellent,2025-03-30
683,Laptop Pro,1,Customer support was terrible,2025-02-07
684,Wireless Earbuds,3,No major complaints,2025-05-01
685,Laptop Air,3,No major complaints,2025-11-08
686,Laptop Pro,3,It works as expected,2025-10-23
687,Laptop Pro,1,Poor quality and bad performance,2025-09-08
688,Smart Watch,3,The product is fine,2025-05-20
689,Laptop Pro,3,The product is fine,2025-12-21
690,Laptop Air,3,Nothing special but okay,2025-01-16
691,Laptop Air,3,Okay for the price,2025-12-26
692,Laptop Pro,4,Build quality is excellent,2025-06-15
693,Wireless Earbuds,1,I regret buying this,2025-06-17
694,Laptop Air,5,I love this product,2025-03-24
695,Smart Watch,1,Very slow and frustrating to use,2025-05-18
696,Laptop Pro,2,Battery drains too fast,2025-05-30
697,Laptop Air,4,Very satisfied with the quality,2025-12-08
698,Wireless Earbuds,4,"Amazing experience, highly recommend",2025-01-28
699,Laptop Air,3,Nothing special but okay,2025-11-05
700,Phone Y,4,Works better than expected,2025-12-04
701,Phone Y,3,It works as expected,2025-06-10
702,Laptop Air,3,Fairly acceptable,2025-09-07
703,Phone X,5,"Excellent product, works perfectly",2025-10-12
704,Laptop Air,5,Build quality is excellent,2025-08-08
705,Phone X,3,The product is fine,2025-01-19
706,Wireless Earbuds,5,Great value for the price,2025-08-21
707,Laptop Pro,1,Very slow and frustrating to use,2025-10-06
708,Phone Y,2,Poor quality and bad performance,2025-02-09
709,Smart Watch,3,It works as expected,2025-02-03
710,Wireless Earbuds,1,Very disappointing experience,2025-09-05
711,Laptop Pro,4,Very satisfied with the quality,2025-11-28
712,Laptop Air,4,"Excellent product, works perfectly",2025-07-23
713,Phone X,2,Customer support was terrible,2025-07-03
714,Smart Watch,5,Works better than expected,2025-01-04
715,Phone Y,5,Works better than expected,2025-12-31
716,Smart Watch,3,Decent but could be better,2025-09-28
717,Phone X,3,The product is fine,2025-02-21
718,Laptop Pro,1,Customer support was terrible,2025-08-12
719,Laptop Air,4,"Excellent product, works perfectly",2025-12-09
720,Phone X,5,Very satisfied with the quality,2025-11-27
721,Laptop Air,4,Works better than expected,2025-05-30
722,Wireless Earbuds,1,Completely dissatisfied,2025-10-06
723,Smart Watch,5,Performance is very fast,2025-10-16
724,Wireless Earbuds,1,Completely dissatisfied,2025-07-02
725,Phone X,1,Very disappointing experience,2025-11-05
726,Laptop Air,5,Build quality is excellent,2025-06-02
727,Laptop Air,1,I regret buying this,2025-05-04
728,Smart Watch,2,Not worth the price,2025-11-21
729,Wireless Earbuds,4,Super happy with this purchase,2025-11-16
730,Phone Y,4,Super happy with this purchase,2025-11-25
731,Smart Watch,1,Battery drains too fast,2025-03-28
732,Phone X,3,The product is fine,2025-12-06
733,Laptop Air,2,Not worth the price,2025-08-13
734,Wireless Earbuds,1,I regret buying this,2025-01-20
735,Laptop Pro,1,Completely dissatisfied,2025-05-06
736,Laptop Air,5,"Excellent product, works perfectly",2025-10-10
737,Laptop Pro,1,Customer support was terrible,2025-02-05
738,Laptop Air,1,Battery drains too fast,2025-08-31
739,Phone Y,3,Standard performance,2025-03-18
740,Wireless Earbuds,3,Nothing special but okay,2025-11-09
741,Phone X,4,"Excellent product, works perfectly",2025-04-10
742,Laptop Air,1,I regret buying this,2025-04-07
743,Wireless Earbuds,3,Does the job,2025-08-13
744,Wireless Earbuds,4,Great value for the price,2025-06-03
745,Wireless Earbuds,2,The product feels cheap,2025-05-01
746,Phone X,2,Completely dissatisfied,2025-05-19
747,Phone Y,5,Works better than expected,2025-09-23
748,Laptop Pro,2,Not worth the price,2025-11-21
749,Smart Watch,2,Very disappointing experience,2025-12-06
750,Laptop Air,5,Very satisfied with the quality,2025-09-07
751,Laptop Pro,5,Works better than expected,2025-04-16
752,Laptop Air,3,Okay for the price,2025-02-19
753,Phone X,4,"Amazing experience, highly recommend",2025-09-04
754,Laptop Pro,4,Build quality is excellent,2025-01-25
755,Phone X,3,No major complaints,2025-06-02
756,Laptop Air,4,Battery life is fantastic,2025-12-14
757,Laptop Pro,4,Build quality is excellent,2025-03-22
758,Smart Watch,4,"Amazing experience, highly recommend",2025-04-23
759,Wireless Earbuds,2,I regret buying this,2025-12-30
760,Phone X,4,Super happy with this purchase,2025-09-11
761,Phone Y,3,The product is fine,2025-12-17
762,Phone X,1,Not worth the price,2025-05-11
763,Smart Watch,2,I regret buying this,2025-03-02
764,Laptop Air,1,I regret buying this,2025-10-31
765,Laptop Pro,4,Battery life is fantastic,2025-05-09
766,Phone X,3,Okay for the price,2025-04-11
767,Phone Y,4,Build quality is excellent,2025-09-06
768,Laptop Air,5,Super happy with this purchase,2025-09-05
769,Smart Watch,5,Works better than expected,2025-02-20
770,Phone Y,4,Super happy with this purchase,2025-03-30
771,Phone Y,4,"Amazing experience, highly recommend",2025-08-05
772,Wireless Earbuds,4,Super happy with this purchase,2025-06-30
773,Phone X,4,Performance is very fast,2025-09-10
774,Laptop Air,1,The product feels cheap,2025-01-18
775,Laptop Air,3,Does the job,2025-11-26
776,Wireless Earbuds,1,Poor quality and bad performance,2025-07-08
777,Phone X,2,Very disappointing experience,2025-10-08
778,Laptop Pro,1,Stopped working after a week,2025-05-01
779,Phone X,2,Very slow and frustrating to use,2025-12-05
780,Laptop Pro,5,"Excellent product, works perfectly",2025-01-17
781,Phone X,5,Battery life is fantastic,2025-08-01
782,Laptop Air,5,Battery life is fantastic,2025-10-10
783,Smart Watch,4,Super happy with this purchase,2025-06-18
784,Phone Y,5,Great value for the price,2025-01-26
785,Laptop Pro,4,Super happy with this purchase,2025-01-29
786,Wireless Earbuds,5,"Amazing experience, highly recommend",2025-12-12
787,Laptop Air,4,Super happy with this purchase,2025-10-25
788,Phone Y,4,Works better than expected,2025-11-08
789,Phone Y,5,I love this product,2025-07-20
790,Phone X,2,Not worth the price,2025-09-18
791,Phone X,5,I love this product,2025-02-14
792,Smart Watch,4,Battery life is fantastic,2025-04-10
793,Phone Y,3,Nothing special but okay,2025-06-01
794,Laptop Pro,4,I love this product,2025-03-27
795,Laptop Pro,2,The product feels cheap,2025-12-14
796,Smart Watch,1,The product feels cheap,2025-06-25
797,Laptop Air,5,I love this product,2025-01-13
798,Phone Y,4,Very satisfied with the quality,2025-11-12
799,Laptop Air,5,Super happy with this purchase,2025-05-28
800,Laptop Pro,5,Build quality is excellent,2025-03-19
801,Phone X,1,Stopped working after a week,2025-01-05
802,Phone Y,4,I love this product,2025-04-26
803,Phone X,4,Battery life is fantastic,2025-03-01
804,Smart Watch,4,"Excellent product, works perfectly",2025-04-09
805,Laptop Pro,4,Super happy with this purchase,2025-05-11
806,Phone X,3,Nothing special but okay,2025-09-17
807,Laptop Pro,1,Battery drains too fast,2025-05-22
808,Phone X,2,Customer support was terrible,2025-03-14
809,Phone Y,4,I love this product,2025-11-01
810,Laptop Air,4,Great value for the price,2025-12-17
811,Wireless Earbuds,3,Fairly acceptable,2025-12-22
812,Laptop Air,2,Very disappointing experience,2025-02-18
813,Smart Watch,1,Completely dissatisfied,2025-10-14
814,Phone Y,1,Battery drains too fast,2025-05-30
815,Smart Watch,1,Not worth the price,2025-04-17
816,Wireless Earbuds,3,Fairly acceptable,2025-09-29
817,Laptop Pro,2,Stopped working after a week,2025-05-15
818,Wireless Earbuds,3,Decent but could be better,2025-03-13
819,Laptop Air,2,Completely dissatisfied,2025-02-07
820,Phone X,5,Battery life is fantastic,2025-04-04
821,Phone X,5,Battery life is fantastic,2025-07-11
822,Laptop Air,5,Build quality is excellent,2025-10-25
823,Laptop Air,5,Super happy with this purchase,2025-10-20
824,Phone X,1,I regret buying this,2025-10-31
825,Phone Y,5,I love this product,2025-10-19
826,Laptop Air,2,Customer support was terrible,2025-03-11
827,Laptop Air,1,Completely dissatisfied,2025-06-01
828,Laptop Air,5,Build quality is excellent,2025-10-05
829,Smart Watch,4,"Excellent product, works perfectly",2025-05-04
830,Laptop Pro,2,Not worth the price,2025-01-27
831,Laptop Pro,3,Decent but could be better,2025-10-15
832,Wireless Earbuds,2,Customer support was terrible,2025-06-09
833,Laptop Air,1,The product feels cheap,2025-04-03
834,Wireless Earbuds,2,Very slow and frustrating to use,2025-03-31
835,Phone Y,1,Customer support was terrible,2025-01-25
836,Phone X,2,Completely dissatisfied,2025-09-06
837,Smart Watch,2,Poor quality and bad performance,2025-09-13
838,Laptop Air,3,The product is fine,2025-05-04
839,Smart Watch,5,Great value for the price,2025-02-03
840,Laptop Air,3,Nothing special but okay,2025-05-31
841,Phone X,4,Super happy with this purchase,2025-11-03
842,Wireless Earbuds,1,Very slow and frustrating to use,2025-03-06
843,Phone Y,1,I regret buying this,2025-03-16
844,Phone Y,4,Build quality is excellent,2025-05-30
845,Laptop Air,5,Battery life is fantastic,2025-07-09
846,Smart Watch,2,The product feels cheap,2025-07-24
847,Phone X,3,No major complaints,2025-07-04
848,Laptop Air,1,The product feels cheap,2025-04-29
849,Laptop Pro,2,Poor quality and bad performance,2025-04-21
850,Laptop Air,3,Average product overall,2025-09-03
851,Phone X,5,Build quality is excellent,2025-11-16
852,Phone Y,2,Stopped working after a week,2025-07-20
853,Phone X,5,Performance is very fast,2025-01-19
854,Phone Y,3,No major complaints,2025-04-12
855,Smart Watch,3,The product is fine,2025-03-26
856,Phone Y,2,Customer support was terrible,2025-11-22
857,Phone Y,3,Okay for the price,2025-04-22
858,Laptop Pro,2,Very disappointing experience,2025-04-18
859,Laptop Pro,1,Stopped working after a week,2025-11-13
860,Laptop Air,2,Poor quality and bad performance,2025-01-04
861,Laptop Pro,3,The product is fine,2025-08-07
862,Phone Y,2,Not worth the price,2025-04-17
863,Laptop Air,5,Super happy with this purchase,2025-05-16
864,Smart Watch,4,Super happy with this purchase,2025-11-20
865,Smart Watch,2,The product feels cheap,2025-07-21
866,Laptop Pro,1,Customer support was terrible,2025-03-31
867,Laptop Pro,5,"Excellent product, works perfectly",2025-07-06
868,Phone Y,4,Very satisfied with the quality,2025-08-10
869,Laptop Pro,5,Super happy with this purchase,2025-07-11
870,Laptop Pro,2,The product feels cheap,2025-03-07
871,Laptop Air,3,Does the job,2025-10-11
872,Wireless Earbuds,3,Okay for the price,2025-02-24
873,Phone Y,5,Super happy with this purchase,2025-06-22
874,Laptop Air,2,Poor quality and bad performance,2025-01-30
875,Phone Y,2,Customer support was terrible,2025-09-23
876,Wireless Earbuds,4,I love this product,2025-07-16
877,Laptop Air,5,Great value for the price,2025-02-04
878,Wireless Earbuds,2,The product feels cheap,2025-07-26
879,Laptop Pro,2,Completely dissatisfied,2025-08-26
880,Smart Watch,1,Poor quality and bad performance,2025-03-12
881,Laptop Air,2,The product feels cheap,2025-12-26
882,Smart Watch,3,Standard performance,2025-05-18
883,Wireless Earbuds,5,Performance is very fast,2025-05-10
884,Laptop Pro,1,Not worth the price,2025-08-22
885,Wireless Earbuds,2,Not worth the price,2025-10-16
886,Phone Y,4,Super happy with this purchase,2025-02-26
887,Wireless Earbuds,4,"Amazing experience, highly recommend",2025-05-28
888,Phone Y,2,Very slow and frustrating to use,2025-10-06
889,Phone Y,4,Very satisfied with the quality,2025-06-25
890,Wireless Earbuds,2,Customer support was terrible,2025-08-27
891,Phone Y,3,Average product overall,2025-04-24
892,Smart Watch,1,Battery drains too fast,2025-01-16
893,Smart Watch,1,The product feels cheap,2025-03-17
894,Smart Watch,4,Great value for the price,2025-01-23
895,Phone X,4,Build quality is excellent,2025-01-27
896,Smart Watch,2,The product feels cheap,2025-07-11
897,Wireless Earbuds,2,Stopped working after a week,2025-02-02
898,Phone X,5,Build quality is excellent,2025-01-02
899,Laptop Pro,4,Build quality is excellent,2025-09-13
900,Smart Watch,1,The product feels cheap,2025-08-29
901,Laptop Air,3,It works as expected,2025-03-16
902,Phone Y,5,Great value for the price,2025-08-13
903,Laptop Pro,2,Poor quality and bad performance,2025-02-25
904,Phone Y,4,Performance is very fast,2025-08-06
905,Laptop Pro,3,Fairly acceptable,2026-01-01
906,Phone Y,1,Customer support was terrible,2025-05-05
907,Wireless Earbuds,3,No major complaints,2025-04-12
908,Phone X,4,"Excellent product, works perfectly",2025-12-01
909,Smart Watch,5,Super happy with this purchase,2025-09-07
910,Smart Watch,2,Customer support was terrible,2025-05-14
911,Laptop Pro,4,Very satisfied with the quality,2025-11-20
912,Smart Watch,4,Works better than expected,2025-05-10
913,Wireless Earbuds,2,Stopped working after a week,2025-10-06
914,Wireless Earbuds,3,No major complaints,2025-06-28
915,Smart Watch,4,I love this product,2025-03-23
916,Phone X,2,I regret buying this,2026-01-01
917,Phone Y,4,"Excellent product, works perfectly",2025-09-11
918,Wireless Earbuds,1,Completely dissatisfied,2025-09-24
919,Phone Y,1,I regret buying this,2025-01-21
920,Wireless Earbuds,5,Works better than expected,2025-08-08
921,Phone X,3,Nothing special but okay,2025-11-19
922,Laptop Pro,5,"Excellent product, works perfectly",2025-09-10
923,Laptop Air,3,Okay for the price,2025-02-14
924,Laptop Air,1,Battery drains too fast,2025-08-06
925,Laptop Pro,2,I regret buying this,2025-06-22
926,Smart Watch,5,"Amazing experience, highly recommend",2025-12-27
927,Smart Watch,3,Decent but could be better,2025-10-07
928,Laptop Pro,5,I love this product,2025-12-26
929,Wireless Earbuds,4,Battery life is fantastic,2025-10-03
930,Smart Watch,4,"Amazing experience, highly recommend",2025-12-24
931,Smart Watch,4,"Amazing experience, highly recommend",2025-09-08
932,Phone Y,4,Super happy with this purchase,2025-04-16
933,Laptop Air,4,"Excellent product, works perfectly",2025-04-23
934,Smart Watch,4,Great value for the price,2025-03-07
935,Phone X,5,"Amazing experience, highly recommend",2025-11-19
936,Phone X,1,Completely dissatisfied,2025-12-18
937,Phone Y,2,Not worth the price,2025-01-02
938,Smart Watch,2,Very disappointing experience,2025-02-11
939,Laptop Air,1,Battery drains too fast,2025-07-02
940,Laptop Pro,4,Build quality is excellent,2025-03-27
941,Wireless Earbuds,1,Very disappointing experience,2025-04-29
942,Laptop Pro,2,Battery drains too fast,2025-10-27
943,Phone X,2,Very slow and frustrating to use,2025-09-30
944,Smart Watch,1,Not worth the price,2025-09-10
945,Laptop Air,3,Nothing special but okay,2025-02-02
946,Phone X,2,Battery drains too fast,2025-12-30
947,Laptop Air,2,Customer support was terrible,2025-10-10
948,Wireless Earbuds,1,Customer support was terrible,2025-12-13
949,Phone X,4,"Amazing experience, highly recommend",2025-06-16
950,Smart Watch,4,Super happy with this purchase,2025-12-16
951,Phone X,4,Build quality is excellent,2025-07-30
952,Phone Y,1,Very slow and frustrating to use,2025-07-22
953,Phone Y,1,Battery drains too fast,2025-11-08
954,Smart Watch,3,Does the job,2025-05-05
955,Smart Watch,4,Very satisfied with the quality,2025-08-21
956,Phone Y,5,Build quality is excellent,2025-02-27
957,Wireless Earbuds,2,Very slow and frustrating to use,2025-05-23
958,Laptop Air,4,Works better than expected,2025-11-02
959,Laptop Pro,1,I regret buying this,2025-04-24
960,Laptop Pro,2,Battery drains too fast,2025-01-11
961,Wireless Earbuds,1,Very disappointing experience,2025-08-03
962,Phone X,2,The product feels cheap,2025-03-06
963,Laptop Air,3,Does the job,2025-07-05
964,Laptop Air,4,Battery life is fantastic,2025-09-23
965,Laptop Pro,2,I regret buying this,2025-05-26
966,Phone Y,1,The product feels cheap,2025-04-24
967,Wireless Earbuds,5,Super happy with this purchase,2025-11-16
968,Wireless Earbuds,1,Very slow and frustrating to use,2025-01-11
969,Wireless Earbuds,5,"Amazing experience, highly recommend",2025-01-01
970,Phone X,1,Customer support was terrible,2025-06-21
971,Phone X,5,Very satisfied with the quality,2025-04-14
972,Smart Watch,3,Okay for the price,2025-02-08
973,Laptop Pro,2,Battery drains too fast,2025-07-17
974,Laptop Air,2,I regret buying this,2025-06-21
975,Phone Y,2,Not worth the price,2025-07-30
976,Phone X,5,Very satisfied with the quality,2025-06-17
977,Phone X,1,Very disappointing experience,2025-03-18
978,Phone Y,3,Does the job,2025-07-03
979,Phone Y,2,Stopped working after a week,2025-07-08
980,Wireless Earbuds,3,The product is fine,2025-04-08
981,Phone X,4,Battery life is fantastic,2025-08-07
982,Phone X,4,Very satisfied with the quality,2025-03-27
983,Phone X,4,"Excellent product, works perfectly",2025-02-09
984,Wireless Earbuds,5,Very satisfied with the quality,2025-09-03
985,Laptop Pro,3,The product is fine,2025-02-12
986,Laptop Air,1,I regret buying this,2025-07-16
987,Wireless Earbuds,2,The product feels cheap,2025-08-18
988,Laptop Air,5,Build quality is excellent,2025-05-27
989,Wireless Earbuds,4,Battery life is fantastic,2025-12-14
990,Smart Watch,5,Super happy with this purchase,2025-09-19
991,Laptop Pro,5,Very satisfied with the quality,2025-10-11
992,Laptop Air,1,Stopped working after a week,2025-12-02
993,Laptop Air,2,Completely dissatisfied,2025-07-19
994,Laptop Pro,5,"Amazing experience, highly recommend",2025-03-04
995,Phone X,1,Customer support was terrible,2025-05-05
996,Laptop Pro,2,Poor quality and bad performance,2025-06-22
997,Phone Y,4,"Excellent product, works perfectly",2025-05-13
998,Phone Y,4,Works better than expected,2025-03-30
999,Smart Watch,4,Battery life is fantastic,2025-10-26
1000,Smart Watch,5,Works better than expected,2025-10-01
